schema_version	occurrence_id	surface	source_path	boundary	site_kind	current_term	target_term	classification	compatibility_treatment	rollout_phase	test_owner	rationale
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Fpublisher.rs:%3Cmodule%3E%3A%3Astruct%20LineageIntent%3A%3Afield%20branch:rustdoc:6d70b253c61c9a2c3a70099195c464ab9717f25369637a6563dbcd3b68063810:row:1:1	rust_string	crates/omnigraph/src/db/manifest/publisher.rs	<module>::struct LineageIntent::field branch :: rustdoc :: 6d70b253c61c9a2c3a70099195c464ab9717f25369637a6563dbcd3b68063810 #1	rustdoc	row	row	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Fpublisher.rs:%3Cmodule%3E%3A%3Astruct%20PublishOutcome%3A%3Afield%20known_state:rustdoc:4dc0695664238089464bde80a252de5ade240f077a6d78df68c2ec4ec4c8877d:rows:1:1	rust_string	crates/omnigraph/src/db/manifest/publisher.rs	<module>::struct PublishOutcome::field known_state :: rustdoc :: 4dc0695664238089464bde80a252de5ade240f077a6d78df68c2ec4ec4c8877d #1	rustdoc	rows	rows	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Fpublisher.rs:%3Cmodule%3E%3A%3Astruct%20PublishOutcome%3A%3Afield%20known_state:rustdoc:90f25c1e2d4b537b2b9796e2886fba60d58b250287b34bcc133d19690796cac1:table:1:1	rust_string	crates/omnigraph/src/db/manifest/publisher.rs	<module>::struct PublishOutcome::field known_state :: rustdoc :: 90f25c1e2d4b537b2b9796e2886fba60d58b250287b34bcc133d19690796cac1 #1	rustdoc	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Fpublisher.rs:%3Cmodule%3E:rustdoc:0576acfdcb4cef3d3a8803fe977f8ba3a8c2dc48663a4bd7d06d9288a56d58c4:rows:1:1	rust_string	crates/omnigraph/src/db/manifest/publisher.rs	<module> :: rustdoc :: 0576acfdcb4cef3d3a8803fe977f8ba3a8c2dc48663a4bd7d06d9288a56d58c4 #1	rustdoc	rows	rows	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Fpublisher.rs:%3Cmodule%3E:rustdoc:0576acfdcb4cef3d3a8803fe977f8ba3a8c2dc48663a4bd7d06d9288a56d58c4:table:1:1	rust_string	crates/omnigraph/src/db/manifest/publisher.rs	<module> :: rustdoc :: 0576acfdcb4cef3d3a8803fe977f8ba3a8c2dc48663a4bd7d06d9288a56d58c4 #1	rustdoc	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Fpublisher.rs:%3Cmodule%3E:rustdoc:15cc5eb8b60447c04060b99f0d5125a79a8adad4cf8532de0acc6e86e475b3aa:table:1:1	rust_string	crates/omnigraph/src/db/manifest/publisher.rs	<module> :: rustdoc :: 15cc5eb8b60447c04060b99f0d5125a79a8adad4cf8532de0acc6e86e475b3aa #1	rustdoc	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Fpublisher.rs:%3Cmodule%3E:rustdoc:3a62cd0a6a0f1a4a6db9cbef14aaa5eb5df367a72329d4388fb67745f67f530c:table:1:1	rust_string	crates/omnigraph/src/db/manifest/publisher.rs	<module> :: rustdoc :: 3a62cd0a6a0f1a4a6db9cbef14aaa5eb5df367a72329d4388fb67745f67f530c #1	rustdoc	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Fpublisher.rs:%3Cmodule%3E:rustdoc:3f1f644aa56ea00e5e01dba028e972fc3a1f65490ddc40545d6e1853fd84a360:table:1:1	rust_string	crates/omnigraph/src/db/manifest/publisher.rs	<module> :: rustdoc :: 3f1f644aa56ea00e5e01dba028e972fc3a1f65490ddc40545d6e1853fd84a360 #1	rustdoc	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Fpublisher.rs:%3Cmodule%3E:rustdoc:de3773e74ca369bc474e7039e69e664a238363f1310a7653d576b49087c30dcc:Table:1:1	rust_string	crates/omnigraph/src/db/manifest/publisher.rs	<module> :: rustdoc :: de3773e74ca369bc474e7039e69e664a238363f1310a7653d576b49087c30dcc #1	rustdoc	Table	Table	upstream_name	retain exact upstream proper/API name	none	omnigraph-engine owning tests plus G2 guard	The match is part of an exact upstream proper name, algorithm, operation, or API identifier.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Fpublisher.rs:%3Cmodule%3E:rustdoc:df62383f0675b3f18d26ba7e1ada139ebb471aa094a7317ff36123c202f1d617:tables:1:1	rust_string	crates/omnigraph/src/db/manifest/publisher.rs	<module> :: rustdoc :: df62383f0675b3f18d26ba7e1ada139ebb471aa094a7317ff36123c202f1d617 #1	rustdoc	tables	tables	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Fpublisher.rs:%3Cmodule%3E:rustdoc:eab422179a1233684fd2f0a7dcaf41ab869e2fa923d0ca9aadf36cbcce377d56:table:1:1	rust_string	crates/omnigraph/src/db/manifest/publisher.rs	<module> :: rustdoc :: eab422179a1233684fd2f0a7dcaf41ab869e2fa923d0ca9aadf36cbcce377d56 #1	rustdoc	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Fpublisher.rs:%3Cmodule%3E:rustdoc:eab422179a1233684fd2f0a7dcaf41ab869e2fa923d0ca9aadf36cbcce377d56:table:1:2	rust_string	crates/omnigraph/src/db/manifest/publisher.rs	<module> :: rustdoc :: eab422179a1233684fd2f0a7dcaf41ab869e2fa923d0ca9aadf36cbcce377d56 #1	rustdoc	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Fpublisher.rs:%3Cmodule%3E:rustdoc:eab422179a1233684fd2f0a7dcaf41ab869e2fa923d0ca9aadf36cbcce377d56:table:1:3	rust_string	crates/omnigraph/src/db/manifest/publisher.rs	<module> :: rustdoc :: eab422179a1233684fd2f0a7dcaf41ab869e2fa923d0ca9aadf36cbcce377d56 #1	rustdoc	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20cleanup_unpublished_no_effect_forks:error_constructor:9b21988f7ace7193bfae52f8fdbbff37f19c19d0c6e572da9723c80380f7b4c8:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn cleanup_unpublished_no_effect_forks :: error_constructor :: 9b21988f7ace7193bfae52f8fdbbff37f19c19d0c6e572da9723c80380f7b4c8 #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20cleanup_unpublished_no_effect_forks:error_constructor:f156532e6e4ad09b4ad22ddfa4a7ad31af57bcc41f22d4413f633a8aeb8b4384:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn cleanup_unpublished_no_effect_forks :: error_constructor :: f156532e6e4ad09b4ad22ddfa4a7ad31af57bcc41f22d4413f633a8aeb8b4384 #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20cleanup_unpublished_no_effect_forks:error_constructor:ff613c7739839c6c103bee7f9c334d170d43c46cfb7dce8fd77fc03e11e41769:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn cleanup_unpublished_no_effect_forks :: error_constructor :: ff613c7739839c6c103bee7f9c334d170d43c46cfb7dce8fd77fc03e11e41769 #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:068c6131b6c385bd251998925412b8fb13b2b805ed7f80ae972a78d8ed782877:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 068c6131b6c385bd251998925412b8fb13b2b805ed7f80ae972a78d8ed782877 #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:068c6131b6c385bd251998925412b8fb13b2b805ed7f80ae972a78d8ed782877:sidecar:1:2	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 068c6131b6c385bd251998925412b8fb13b2b805ed7f80ae972a78d8ed782877 #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:10d48ed379be47b59d36a343508db4cdae0adf130cb818220c554d08550b045d:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 10d48ed379be47b59d36a343508db4cdae0adf130cb818220c554d08550b045d #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:10d48ed379be47b59d36a343508db4cdae0adf130cb818220c554d08550b045d:table:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 10d48ed379be47b59d36a343508db4cdae0adf130cb818220c554d08550b045d #1	error_constructor	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:1399651e01c96d73933c7fae68cac3dca7ffc9f747448d4301d41398026114c1:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 1399651e01c96d73933c7fae68cac3dca7ffc9f747448d4301d41398026114c1 #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:369676064977d693fc40bddd37bfc090be235be8c1c8b0f281d9203d32f768b0:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 369676064977d693fc40bddd37bfc090be235be8c1c8b0f281d9203d32f768b0 #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:369676064977d693fc40bddd37bfc090be235be8c1c8b0f281d9203d32f768b0:table:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 369676064977d693fc40bddd37bfc090be235be8c1c8b0f281d9203d32f768b0 #1	error_constructor	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:590a8817824bdaf92e70d44edb8efab1f6983a8dcb2a4b508f28bdbbd628a95b:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 590a8817824bdaf92e70d44edb8efab1f6983a8dcb2a4b508f28bdbbd628a95b #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:590a8817824bdaf92e70d44edb8efab1f6983a8dcb2a4b508f28bdbbd628a95b:table:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 590a8817824bdaf92e70d44edb8efab1f6983a8dcb2a4b508f28bdbbd628a95b #1	error_constructor	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:6bd521b92811d51047adcb5d1bf86cdd552746985958714360bb3343bae12583:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 6bd521b92811d51047adcb5d1bf86cdd552746985958714360bb3343bae12583 #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:76345400650919d3d37ae8bf7c91af1627cd61a3a1108501fad3ead131edd381:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 76345400650919d3d37ae8bf7c91af1627cd61a3a1108501fad3ead131edd381 #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:7e05a8cdceda893ec9ca8124910e0d9273f4d5eee51cadc8c1b645d28e08784f:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 7e05a8cdceda893ec9ca8124910e0d9273f4d5eee51cadc8c1b645d28e08784f #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:7e05a8cdceda893ec9ca8124910e0d9273f4d5eee51cadc8c1b645d28e08784f:table:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 7e05a8cdceda893ec9ca8124910e0d9273f4d5eee51cadc8c1b645d28e08784f #1	error_constructor	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:8e0576264229ec681d1ff65c321b8f38d73c57c79066d06c88b3c658806db878:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 8e0576264229ec681d1ff65c321b8f38d73c57c79066d06c88b3c658806db878 #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:8e0576264229ec681d1ff65c321b8f38d73c57c79066d06c88b3c658806db878:table:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 8e0576264229ec681d1ff65c321b8f38d73c57c79066d06c88b3c658806db878 #1	error_constructor	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:9247db89d261580b9eec0f9ab744571e635eab843afc826df37ce8cfaa65c0cc:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 9247db89d261580b9eec0f9ab744571e635eab843afc826df37ce8cfaa65c0cc #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:9dfe918db5d330c05751cd377dbe93e1aed3a2affceebe43a487b6707dacf8bf:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 9dfe918db5d330c05751cd377dbe93e1aed3a2affceebe43a487b6707dacf8bf #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:9dfe918db5d330c05751cd377dbe93e1aed3a2affceebe43a487b6707dacf8bf:table:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: 9dfe918db5d330c05751cd377dbe93e1aed3a2affceebe43a487b6707dacf8bf #1	error_constructor	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:ad81722546182bcdf192bd3ae087f2ab0191cdad65dcdfc025f512f6a014bd7b:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: ad81722546182bcdf192bd3ae087f2ab0191cdad65dcdfc025f512f6a014bd7b #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:ad81722546182bcdf192bd3ae087f2ab0191cdad65dcdfc025f512f6a014bd7b:table:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: ad81722546182bcdf192bd3ae087f2ab0191cdad65dcdfc025f512f6a014bd7b #1	error_constructor	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:e3c60ac851be831063b02ed64dddd76fd79fdf10a2342e60313745985018e6ff:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: e3c60ac851be831063b02ed64dddd76fd79fdf10a2342e60313745985018e6ff #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:eaa273ea13caf682e4085da80399a5742ea8252d08935524f0d67d94721d5ad3:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: eaa273ea13caf682e4085da80399a5742ea8252d08935524f0d67d94721d5ad3 #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:ecc01eac6a2bbdf9193372a367d92318f4d098d38f7636721a861cc4e87f9adc:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: ecc01eac6a2bbdf9193372a367d92318f4d098d38f7636721a861cc4e87f9adc #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_branch_merge_sidecar_v9:error_constructor:ecc01eac6a2bbdf9193372a367d92318f4d098d38f7636721a861cc4e87f9adc:table:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_branch_merge_sidecar_v9 :: error_constructor :: ecc01eac6a2bbdf9193372a367d92318f4d098d38f7636721a861cc4e87f9adc #1	error_constructor	table	table	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_ensure_indices_sidecar_v9:error_constructor:012613db83255ac1ac58ed5fec62432776fa19cf627a3f1160c4948af487cc06:sidecar:1:1	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_ensure_indices_sidecar_v9 :: error_constructor :: 012613db83255ac1ac58ed5fec62432776fa19cf627a3f1160c4948af487cc06 #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
2	rust_string:crates%2Fomnigraph%2Fsrc%2Fdb%2Fmanifest%2Frecovery.rs:%3Cmodule%3E%3A%3Afn%20confirm_ensure_indices_sidecar_v9:error_constructor:012613db83255ac1ac58ed5fec62432776fa19cf627a3f1160c4948af487cc06:sidecar:1:2	rust_string	crates/omnigraph/src/db/manifest/recovery.rs	<module>::fn confirm_ensure_indices_sidecar_v9 :: error_constructor :: 012613db83255ac1ac58ed5fec62432776fa19cf627a3f1160c4948af487cc06 #1	error_constructor	sidecar	sidecar	physical_storage	retain accurate physical/storage terminology	none	omnigraph-engine owning tests plus G2 guard	Reviewed as accurate Lance, Arrow, manifest, recovery, or physical execution terminology.
